Source,Target,weight,Type 
John Tyndall,Tyndall,John Tyndall,Undirected
John Tyndall,Darwin,John Tyndall,Undirected
John Tyndall,Pope Pius IX,John Tyndall,Undirected
John Tyndall,Huxley,John Tyndall,Undirected
John Tyndall,Darwin,John Tyndall,Undirected
John Tyndall,Catholicism,John Tyndall,Undirected
John Tyndall,Catholic,John Tyndall,Undirected
John Tyndall,Tyndall,John Tyndall,Undirected
John Tyndall,Louisa Hamilton,John Tyndall,Undirected
John Tyndall,Lord Claud Hamilton,John Tyndall,Undirected
John Tyndall,Tyndall,John Tyndall,Undirected
John Tyndall,Tyndall,John Tyndall,Undirected
John Tyndall,Louisa,John Tyndall,Undirected
John Tyndall,John.,John Tyndall,Undirected
John Tyndall,Tyndall,John Tyndall,Undirected
John Tyndall,A. S. Eve,John Tyndall,Undirected
John Tyndall,C. H. Creasey,John Tyndall,Undirected
John Tyndall,John Tyndall,John Tyndall,Undirected
John Tyndall,Tyndalldenkmal,John Tyndall,Undirected
John Tyndall,John Tyndall,John Tyndall,Undirected
John Tyndall,Ticknor,John Tyndall,Undirected
John Tyndall,Fields,John Tyndall,Undirected
John Tyndall,Boston Tyndall,John Tyndall,Undirected
John Tyndall,Longman,John Tyndall,Undirected
John Tyndall,Longman,John Tyndall,Undirected
John Tyndall,D. Appleton,John Tyndall,Undirected
John Tyndall,Easy Lessons,John Tyndall,Undirected
John Tyndall,Faraday,John Tyndall,Undirected
John Tyndall,Prof. John Tyndall,John Tyndall,Undirected
John Tyndall,D. Appleton,John Tyndall,Undirected
John Tyndall,H. S.,John Tyndall,Undirected
John Tyndall,D. Appleton,John Tyndall,Undirected
John Tyndall,J.,John Tyndall,Undirected
John Tyndall,D. Appleton,John Tyndall,Undirected
John Tyndall,D. Appleton,John Tyndall,Undirected
